idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,NOTerminal,CNPJInstal,RazaoSocia,CNPJEmpres,RazaoSoc_1,IDTipoOuto,NOTipoOuto,IDTipoTerm,NOTipoTerm,NROutorga,DTOutorga,STTerminal,TPTerminal,VLMontante,DSSituacao,TPInstalac,NRTLO,DTTLO,NRInstrume,NRProcesso,layer,path
"300577","0",BRRO029,Instalação de Apoio ao Transporte Aquaviário SC Carvalho,Registro - Instalação de apoio,BR,BRR,BRRO029,Em Operação,Privada,Registro - Instalação de apoio,SC TRANSPORTES LTDA.,"04330304000178",Res. 7254/2019,,Estrada do Belmont,Lote 20,"8530",Nacional,"76801870","1100205",,,,,,Madeira,"-8.727","-63.919",Processo nº 50300.000628/2015-93.,Antaq,,Instalação de Apoio ao Transporte Aquaviário SC Carvalho,4330304000178,SC TRANSPORTES LTDA.,4330304000178,SC TRANSPORTES LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7254/2019,2019-09-26 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7254",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300579","0",BRRO031,Navegação Cunha Ltda.,Registro - Instalação de apoio,BR,BRR,BRRO031,,Privada,Registro - Instalação de apoio,NAVEGAÇÃO CUNHA LTDA,"04616801000218",Res. 7420/2019,,Estrada do Belmont,Km 4,"11509",Bairro Nacional,"76801898","1100205",,,,,,Madeira,"-8.623","-63.917",Processo nº 50300.004109/2019-28.,Antaq,,Navegação Cunha Ltda.,4616801000218,NAVEGAÇÃO CUNHA LTDA,4616801000137,NAVEGAÇÃO CUNHA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7420/2019,2019-12-15 00:00:00.000,NULL,NULL,NULL,Sem operação,"2",NULL,NULL,"7420",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300582","0",BRPA222,Rio Doce Madeiras Ltda,Registro - Instalação de apoio,BR,BRP,BRPA222,Em Operação,Privada,Registro - Instalação de apoio,RIO DOCE MADEIRAS LTDA,"13266172000153",Res. 7571,,Rodovia Ramal do Trapiche,,,Murinim,"68797000","1501501",,,,,,Baía de Marajó,"-1.27","-48.338",Cadastro GAP 20/02/2020,Antaq,,Rio Doce Madeiras Ltda,13266172000153,RIO DOCE MADEIRAS LTDA,13266172000153,RIO DOCE MADEIRAS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7571,2020-02-12 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7571",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300583","0",BRRS029,Estaleiro Oxnaval,Registro - Estaleiro,BR,BRR,BRRS029,Em Operação,Privada,Registro - Estaleiro,OXNAVAL MANUTENCAO DE EMBARCACOES LTDA,"14795444000175",Res. 7569,,Rua General Osório,,"1",Centro,"96020000","4314407",,,,,,Canal de São Gonçalo,"-31.785","-52.347",Cadastro GAP 19/02/2020,Antaq,,Estaleiro Oxnaval,14795444000175,OXNAVAL MANUTENCAO DE EMBARCACOES LTDA,14795444000175,OXNAVAL MANUTENCAO DE EMBARCACOES LTDA,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 7569,2020-02-12 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7569",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300584","0",BRPA221,Hidrovia Tapajos III,Registro - Instalação de apoio,BR,BRP,BRPA221,Em Operação,Privada,Registro - Instalação de apoio,VIAÇÃO TAPAJÓS LTDA.,"06968418000173",Res. 7558/2020,,Margem à direira do Rio Surubiú,,,Centro,"6820000","1500404",,,,,,Surubiú,"-1.958","-54.739",Processo nº 50300.010575/2018-61.,Antaq,,Hidrovia Tapajos III,6968418000173,VIAÇÃO TAPAJÓS LTDA.,6968418000173,VIAÇÃO TAPAJÓS LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7558/2020,2020-02-09 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7558",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300586","0",BRPA219,Tapajós Administração Portuária Ltda,Registro - Instalação de apoio,BR,BRP,BRPA219,Em Operação,Privada,Registro - Instalação de apoio,TAPAJOS ADMINISTRAÇÃO PORTUÁRIA LTDA,"05676902000166",Res. 7519/2020,,Rua Quatro de Agosto,,,Maracanã I,"68038705","1506807",,,,,,Tapajós,"-2.428","-54.757","Processo nº 50300.014580/2019-24.
Atualização GAP 23/11/2020 -",Antaq,,Tapajós Administração Portuária Ltda,5676902000166,TAPAJOS ADMINISTRAÇÃO PORTUÁRIA LTDA,5676902000166,TAPAJOS ADMINISTRAÇÃO PORTUÁRIA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7519/2020,2020-01-26 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7519",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300587","0",BRPA220,Hidrovia Tapajos II,Registro - Instalação de apoio,BR,BRP,BRPA220,Em Operação,Privada,Registro - Instalação de apoio,VIAÇÃO TAPAJÓS LTDA.,"06968418000173",Res. 7525/2020,,Margem direita do rio Amazonas,,,Centro,"68170000","1503903",,,,,,Amazonas,"-2.151","-56.094","Processo nº 50300.010134/2018-60
23/11/2020 Atualização GAP - c",Antaq,,Hidrovia Tapajos II,6968418000173,VIAÇÃO TAPAJÓS LTDA.,6968418000173,VIAÇÃO TAPAJÓS LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7525/2020,2020-01-25 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7525",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300589","0",BRRO032,Navegação Mady,Registro - Instalação de apoio,BR,BRR,BRRO032,Em Operação,Privada,Registro - Instalação de apoio,NAVEGAÇÃO NÓBREGA LTDA,"34486076000190","35",,Estrada do Belmont,,"11149",Nacional,"76801898","1100205",,,,,,Madeira,"-8.699","-63.918",Cadastro GAP 18/05/2020,Antaq,,Navegação Mady,34486076000190,NAVEGAÇÃO NÓBREGA LTDA,34486076000190,NAVEGAÇÃO NÓBREGA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,"35",2020-04-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"35",50300.004905/2017-07,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300590","0",BRPA224,Rampa de Apoio Atividade de Pequeno Porte,Registro - Instalação de apoio,BR,BRP,BRPA224,Em Operação,Privada,Registro - Instalação de apoio,"IMPERIAL INDUSTRIA, COMERCIO E EXPORTACAO DE","33284784000186",Res. 7685,,Rodovia PA 150,ramal do condomínio industrial km 06,,Complexo Industrial,"68450000","1504703",,,,,,Moju,"-1.904","-48.8",Cadastro GAP 18/05/2020,Antaq,,Rampa de Apoio Atividade de Pequeno Porte,33284784000186,"IMPERIAL INDUSTRIA, COMERCIO E EXPORTACAO DE PRODUTOS FLORESTAIS LTDA",33284784000186,"IMPERIAL INDUSTRIA, COMERCIO E EXPORTACAO DE PRODUTOS FLORESTAIS LTDA","9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7685,2020-04-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7685",50300.008058/2019-11,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300591","0",BRRJ082,CODEPE,Registro - Instalação de apoio,BR,BRR,BRRJ082,Em Operação,Privada,Registro - Instalação de apoio,COMPANHIA DE DESENVOLVIMENTO DA PESCA,"30111801000195",Res. 7664,,Ilha do Caju,,,Ponta da Areia,"24040005","3303302",,,,,,,"-22.877","-43.121",,Antaq,,CODEPE,30111801000195,COMPANHIA DE DESENVOLVIMENTO DA PESCA,30111801000195,COMPANHIA DE DESENVOLVIMENTO DA PESCA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7664,2020-04-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7664",50300.009804/2019-86,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300592","0",BRMS013,JDS Turismo,Registro - Instalação de apoio,BR,BRM,BRMS013,Em Operação,Privada,Registro - Instalação de apoio,J D SANTANA EIRELI,"37205671000107",Res. 7683-ANTAQ,,Rua do Porto,,"543",Centro,"79370000","5005202",,,,,,Paraguai,"-19","-57.603","Cadastro GAP 28/04/2020
Processo SEI 50300.013889/2019-05",Antaq,,JDS Turismo,37205671000107,J D SANTANA EIRELI,37205671000107,J D SANTANA EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7683-ANTAQ,2020-04-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7683",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300593","0",BRAC006,Instalação Portuária para Transbordo de Combustível,Registro - Instalação de apoio,BR,BRA,BRAC006,Em Operação,Privada,Registro - Instalação de apoio,ERIVALDO C. DOS SANTOS,"15311993000190",Res. 7682/2020,,Margem Esquerda do Rio Juruá,Pontão Juruá,,Centro,"69980000","1200203",,,,,,Juruá,"-7.641","-72.665","Cadastro GAP 23/04/2020
Processo SEI 50300.002623/2020-62",Antaq,,Instalação Portuária para Transbordo de Combustível,15311993000190,ERIVALDO C. DOS SANTOS,15311993000190,ERIVALDO C. DOS SANTOS,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7682/2020,2020-04-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7682",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300594","0",BRPA223,Rampa de acesso da empresa Madeireira J & Y Ltda.,Registro - Instalação de apoio,BR,BRP,BRPA223,Em Operação,Privada,Registro - Instalação de apoio,MADEIREIRA J & Y EIRELI,"08328063000183",Res. 7665-ANTAQ,,Ramal do condomínio industrial,,,Condomínio,"68450000","1504703",,,,,,Moju,"-1.9","-48.794","Cadastro GAP 23/04/2020
Processo SEI 50300.013063/2017-76
Atua",Antaq,,Rampa de acesso da empresa Madeireira J & Y Ltda.,8328063000183,MADEIREIRA J & Y EIRELI,8328063000183,MADEIREIRA J & Y EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7665-ANTAQ,2020-04-09 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7665",50300.013063/2017-76,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300595","0",BRAM156,Porto Afonso,Registro - Instalação de apoio,BR,BRA,BRAM156,Em Operação,Privada,Registro - Instalação de apoio,J. A. M. AFONSO - ME,"14171169000119",Res. 7666/2020,,Rua Plínio Coelho,,"643",Chagas Aguiar,"69460000","1301209",,,,,,Negro,"-4.085","-63.138","Cadastro GAP 23/04/2020
Processo SEI 50300.010964/2018-97",Antaq,,Porto Afonso,14171169000119,J. A. M. AFONSO - ME,14171169000119,J. A. M. AFONSO - ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7666/2020,2020-04-14 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7666",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300602","0",BRPA225,Bertolini Paragominas,Registro - Instalação de apoio,BR,BRP,BRPA225,Em Operação,Privada,Registro - Instalação de apoio,TRANSPORTES BERTOLINI LTDA,"04503660000146",Res. 7684,,RODOVIA PA-256,"MARGEM DIREITA DO RIO CAPIM, KM 52",,Km 52,"68625020","1505502",,,,,,Capim,"-2.94","-47.799",,Antaq,,Bertolini Paragominas,4503660000146,TRANSPORTES BERTOLINI LTDA,4503660000146,TRANSPORTES BERTOLINI LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7684,2020-04-13 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7684",50300.000545/2020-61,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300603","0",BRRO033,Rampa de Acesso para Carga e Descarga,Registro - Instalação de apoio,BR,BRR,BRRO033,Em Operação,Privada,Registro - Instalação de apoio,TGRM TERMINAL GERAL RIO MADEIRA OPERADORA DE,"33375152000128",Res. 7725,,"Lote Rural 23-B, da Gleba Aliança, do Prometo Fundiário Alto Madeira",,,Zona Rural,"76834899","1100205",,,,,,Madeira,"-8.6","-63.754",,Antaq,,Rampa de Acesso para Carga e Descarga,33375152000128,"TGRM TERMINAL GERAL RIO MADEIRA OPERADORA DE TERMINAIS DE CARGA, DESCARGA, ARMAZENAGEM E ORGANIZACAO",33375152000128,"TGRM TERMINAL GERAL RIO MADEIRA OPERADORA DE TERMINAIS DE CARGA, DESCARGA, ARMAZENAGEM E ORGANIZACAO","9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7725,2020-04-23 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7725",50300.021800/2019-76,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300606","0",BRPA226,Hidroviário Erlonav,Registro - Instalação de apoio,BR,BRP,BRPA226,Em Operação,Privada,Registro - Instalação de apoio,EMPRESA DE NAVEGAÇÃO ERLON ROCHA TRANSPORTES,"07851657000101",Res. 7742,,Avenida Tapajós,,,Orla Portuária,"68040000","1506807",,,,,,Amazonas,"-2.418","-54.722",Cadastro GAP 02/06/2020,Antaq,,Hidroviário Erlonav,7851657000101,EMPRESA DE NAVEGAÇÃO ERLON ROCHA TRANSPORTES LTDA.,7851657000101,EMPRESA DE NAVEGAÇÃO ERLON ROCHA TRANSPORTES LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7742,2020-05-11 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7742",50300.019526/2019-75,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300612","0",BRMS014,Phoenix Tour,Registro - Instalação de apoio,BR,BRM,BRMS014,Em Operação,Privada,Registro - Instalação de apoio,PHOENIX VIAGENS E TURISMO LTDA,"10872469000174","7869",,Rua do Porto,,"27",Centro,"79370000","5005202",,,,,,Paraguai,"-19.001","-57.601",Cadastro GAP 16/07/2020,Antaq,,Phoenix Tour,10872469000174,PHOENIX VIAGENS E TURISMO LTDA,10872469000174,PHOENIX VIAGENS E TURISMO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,"7869",2020-07-06 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7869",50300.013891/2019-76,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300618","0",BRPA229,Rampa para embarque e desembarque de produtos florestais da empresa Comercial Manoel Passos Eireli,Registro - Instalação de apoio,BR,BRP,BRPA229,Em Operação,Privada,Registro - Instalação de apoio,COMERCIAL MANOEL PASSOS EIRELI,"05418344000139","7988",,Travessa Arauari,,,Novo Horizonte,"68450000","1500000",,,,,,Moju,"-1.88665","-48.7765",Cadastro GAP 08/09/2020,Antaq,,Rampa para embarque e desembarque de produtos florestais da empresa Comercial Manoel Passos Eireli,5418344000139,COMERCIAL MANOEL PASSOS EIRELI,5418344000139,COMERCIAL MANOEL PASSOS EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,"7988",2020-08-31 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7988",50300.013064/2017-11,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300619","0",BRAM123,Pontão L J,Registro - Instalação flutuante,BR,BRA,BRAM123,Em Operação,Privada,Registro - Instalação flutuante,L J COMBUSTIVEIS E TRANSPORTE POR NAVEGACAO,"15394407000118",Resolução 7919,,Margem da Baía do Rio Negro,,,Educandos,"69070020","1302603",,,,,,Negro,"-3.14731","-60.0134",Atualização GAP 18/08/2020,Antaq,,Pontão L J,15394407000118,L J COMBUSTIVEIS E TRANSPORTE POR NAVEGACAO LTDA,15394407000118,L J COMBUSTIVEIS E TRANSPORTE POR NAVEGACAO LTDA,"9",Registro (RN 13/2016),"14",Registro - Instalação flutuante,Resolução 7919,2020-08-03 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7919",50300.007859/2020-95,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300620","0",BRPA231,Registro Bertolini Santarém  - Maica,Registro - Instalação de apoio,BR,BRP,BRPA231,Em Operação,Privada,Registro - Instalação de apoio,TRANSPORTES BERTOLINI LTDA,"04503660001380","7989",,Rua Maica,,"201",Maica,"68010390","1506807",,,,,,Amazonas,"-2.42986","-54.6945",Cadastro GAP 23/09/2020,Antaq,,Registro Bertolini Santarém  - Maica,4503660001380,TRANSPORTES BERTOLINI LTDA,4503660000146,TRANSPORTES BERTOLINI LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,"7989",2020-08-31 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7989",50300.012532/2020-35,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300621","0",BRPA230,EDLOG & ZPORT OPERACÕES PORTUÁRIAS,Registro - Instalação de apoio,BR,BRP,BRPA230,Em Operação,Privada,Registro - Instalação de apoio,EDLOG & ZPORT OPERACOES PORTUARIAS LTDA,"31075860000118","8018",,Margem do Rio Tapajós,"Lote 02, São José Gleba Santa Cruz",,Zona Rural,"68180020","1503606",,,,,,Tapajós,"-4.2701","-55.9453",Cadastro GAP 21/09/2020,Antaq,,EDLOG & ZPORT OPERACÕES PORTUÁRIAS,31075860000118,EDLOG & ZPORT OPERACOES PORTUARIAS LTDA,31075860000118,EDLOG & ZPORT OPERACOES PORTUARIAS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,"8018",2020-09-11 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"8018",50300.018297/2019-71,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300622","0",BRMS015,Porto Fluvial de Ladário,Registro - Instalação de apoio,BR,BRM,BRMS015,Em Operação,Privada,Registro - Instalação de apoio,MUNICÍPIO DE LADÁRIO,"03330453000174","8026",,"Rua dos Boiadeiros, s/n",,,Nova Ladário,"79370000","5005202",,,,,,Paraguai,"-19.0043","-57.5915",Cadastrado pela GAP em 24/09/2020,Antaq,,Porto Fluvial de Ladário,3330453000174,MUNICÍPIO DE LADÁRIO,3330453000174,MUNICÍPIO DE LADÁRIO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,"8026",2020-09-15 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"8026",50311.002590/2015-64,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300623","0",BRRJ044,Enaval - Engenharia Naval e Offshore,Registro - Estaleiro,BR,BRR,BRRJ044,Em Operação,Privada,Registro - Estaleiro,ENAVAL - ENGENHARIA NAVAL E OFFSHORE LTDA.,"02445332000105","8044",,Rua Miguel Lemos,,"87",Ponta D'areia,"24040260","3303302",,,,,,,"-22.8792","-43.1221",,Antaq,,Enaval - Engenharia Naval e Offshore,2445332000105,ENAVAL - ENGENHARIA NAVAL E OFFSHORE LTDA.,2445332000105,ENAVAL - ENGENHARIA NAVAL E OFFSHORE LTDA.,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,"8044",2020-09-25 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"8044",50300.012149/2019-43,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300624","0",BRAM167,CS Construção e Navegação,Registro - Instalação de apoio,BR,BRA,BRAM167,Em Operação,Privada,Registro - Instalação de apoio,MUNIZ E FERREIRA CONSTRUÇÃO E NAVEGAÇÃO LTDA,"34592592000108",Resolução 8066,,Rua Padre Mário,,"474",Bairro Colônia Antonio Aleixo,"69048190","1302603",,,,,,Negro,"-3.09057","-59.8883",Cadastro GAP 17/11/2020,Antaq,,CS Construção e Navegação,34592592000108,MUNIZ E FERREIRA CONSTRUÇÃO E NAVEGAÇÃO LTDA.,34592592000108,MUNIZ E FERREIRA CONSTRUÇÃO E NAVEGAÇÃO LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Resolução 8066,2020-10-09 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"8066",50300.006268/2020-09,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300626","0",BRRS033,Cais Estrela,Registro - Instalação de apoio,BR,BRR,BRRS033,Em Operação,Privada,Registro - Instalação de apoio,PREFEITURA MUNICIPAL DE ESTRELA,"87246120000151",Acórdão 207 /2020,,Rua Frederico Augusto Marcus,,,Centro,"95880000","4307807",,,,,,Taquari,"-29.4746","-51.9646",Área anteriormente pertencente ao Porto Organizado de Estrela. R,Antaq,,Cais Estrela,87246120000151,PREFEITURA MUNICIPAL DE ESTRELA,87246120000151,PREFEITURA MUNICIPAL DE ESTRELA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Acórdão 207 /2020,2020-12-03 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"207",50300.012601/2020-19,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300627","0",BRPA235,COMINA EMPRESA DE MINERAÇÃO EIRELI,Registro - Instalação de apoio,BR,BRP,BRPA235,Em Operação,Privada,Registro - Instalação de apoio,COMINA EMPRESA DE MINERACAO EIRELI,"14133821000100","246",,"Lote 442, Gleba Santa Cruz, S/N",Margem Direita do Rio Tapajós,,Zona Rural,"68615000","1506195",,,,,,Tapajós,"-4.81268","-55.803",,Antaq,,COMINA EMPRESA DE MINERAÇÃO EIRELI,14133821000100,COMINA EMPRESA DE MINERACAO EIRELI,14133821000100,COMINA EMPRESA DE MINERACAO EIRELI,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,"246",2020-12-11 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"246",50300.018799/2019-01,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300628","0",BRPA236,Porto do Gelo,Registro - Instalação de apoio,BR,BRP,BRPA236,Em Operação,Privada,Registro - Instalação de apoio,AJPN - PORTO E NAVEGAÇÕES LTDA,"22257082000197","235",,Rua Salão Dourado ( antiga Rua 27),,,Moju,"69075751","1504703",,,,,,Moju,"-1.88665","-48.7769",,Antaq,,Porto do Gelo,22257082000197,AJPN - PORTO E NAVEGAÇÕES LTDA,22257082000197,AJPN - PORTO E NAVEGAÇÕES LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,"235",2020-12-11 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"235",50300.013964/2019-20,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300630","0",BRAM168,Pontão Menezes,Registro - Instalação flutuante,BR,BRA,BRAM168,Construção Concluída,Privada,Registro - Instalação flutuante,JUARES MENEZES DE OLIVEIRA,"11223447000146","237",,"Baía do Rio Negro, s/n",em frente a Panair,"0",Educandos,"69073020","1302603",,,,,,Negro,"-3.14824","-60.0125",Instalação Flutuante aguardando emissão de TLO para regularizar,Antaq,,Pontão Menezes,11223447000146,JUARES MENEZES DE OLIVEIRA,11223447000146,JUARES MENEZES DE OLIVEIRA,"9",Registro (RN 13/2016),"14",Registro - Instalação flutuante,"237",2020-12-18 00:00:00.000,NULL,NULL,NULL,Construção Concluída,"2",NULL,NULL,"247",50300.017134/2019-71,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300631","0",BRAM169,Chibatão Navegação e Comércio Ltda - TUP Alfandegado,Registro - Terminal de uso privado,BR,BRA,BRAM169,Em Operação,Privada,Registro - Terminal de uso privado,CHIBATÃO - NAVEGAÇÃO E COMÉRCIO LTDA,"84098383000172","30",,Rua Zebu,,"201",Colônia Oliveira Machado,"69073670","1300000",,,,,,Negro,"-3.15591","-59.9902",Cadastro GAP 25/01/2021,Antaq,,Chibatão Navegação e Comércio Ltda - TUP Alfandegado,84098383000172,CHIBATÃO - NAVEGAÇÃO E COMÉRCIO LTDA,84098383000172,CHIBATÃO - NAVEGAÇÃO E COMÉRCIO LTDA,"1",Contrato de Adesão,"18",Registro - Terminal de uso privado,"30",2014-12-23 00:00:00.000,NULL,NULL,NULL,Em Operação,"2","25",2018-07-18 00:00:00.000,"30",50000.000912/1999,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
